covered,filled,won,day,size,entry,maker_L,pnl_maker,pnl_paper
True,True,1.0,2026-06-04,3.66,0.465,0.455,0.5449999999999999,0.5170881999999999
True,False,1.0,2026-06-04,2.02,0.465,0.455,,0.5170881999999999
True,False,1.0,2026-06-04,2.73,0.485,0.46499999999999997,,0.4970162
True,True,0.0,2026-06-04,2.11,0.445,0.4350000000000001,-0.4350000000000001,-0.46278220000000003
True,True,0.0,2026-06-04,4.71,0.475,0.46499999999999997,-0.46499999999999997,-0.492955
True,False,1.0,2026-06-04,5.0,0.455,0.435,,0.5271457999999999
True,True,1.0,2026-06-04,4.86,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,1.0,2026-06-04,1.26,0.545,0.5350000000000001,0.46499999999999986,0.4371458
True,True,1.0,2026-06-04,4.96,0.475,0.465,0.5349999999999999,0.507045
True,False,1.0,2026-06-04,2.39,0.435,0.40499999999999997,,0.5473041999999999
True,True,1.0,2026-06-04,1.43,0.495,0.475,0.525,0.4870018
True,True,0.0,2026-06-04,2.73,0.485,0.475,-0.475,-0.5029838
True,False,1.0,2026-06-04,1.63,0.505,0.485,,0.4770018
True,True,1.0,2026-06-04,5.0,0.445,0.435,0.565,0.5372178
True,False,1.0,2026-06-04,1.66,0.475,0.395,,0.507045
True,True,1.0,2026-06-04,3.25,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-06-04,2.21,0.495,0.485,0.515,0.4870018
True,False,1.0,2026-06-04,5.0,0.435,0.425,,0.5473041999999999
True,True,1.0,2026-06-04,5.0,0.425,0.415,0.585,0.5574049999999999
True,True,1.0,2026-06-04,5.0,0.475,0.465,0.5349999999999999,0.507045
True,False,1.0,2026-06-04,2.76,0.505,0.495,,0.4770018
True,False,1.0,2026-06-04,3.52,0.465,0.445,,0.5170881999999999
True,True,1.0,2026-06-04,1.82,0.455,0.435,0.565,0.5271457999999999
True,True,1.0,2026-06-04,3.97,0.465,0.455,0.5449999999999999,0.5170881999999999
True,True,0.0,2026-06-04,4.1,0.465,0.455,-0.455,-0.4829118
True,True,1.0,2026-06-04,2.07,0.515,0.495,0.505,0.4670162
True,True,0.0,2026-06-04,2.9,0.505,0.495,-0.495,-0.5229982
